Row	Year	Week	N. Hemisphere	Eurasia	N. America	N. America (no Greenland)
606	2014	35	3.29	0.44	2.85	0.71
607	2014	34	2.57	0.19	2.38	0.40
608	2014	33	2.34	0.11	2.23	0.28
609	2014	32	2.35	0.12	2.23	0.20
610	2014	31	2.43	0.12	2.30	0.32
611	2014	30	2.51	0.12	2.38	0.48
612	2014	29	2.83	0.16	2.66	0.68
613	2014	28	2.85	0.19	2.66	0.68
614	2014	27	3.48	0.29	3.19	1.20
615	2014	26	4.00	0.37	3.62	1.47
616	2014	25	5.55	1.62	3.94	1.79
617	2014	24	7.07	2.48	4.58	2.43
618	2014	23	9.11	3.69	5.42	3.27
619	2014	22	11.82	5.76	6.07	3.92
620	2014	21	14.45	6.92	7.53	5.38
621	2014	20	16.50	8.12	8.38	6.23
622	2014	19	20.17	9.74	10.42	8.27
623	2014	18	22.06	10.78	11.28	9.13
624	2014	17	24.85	12.05	12.80	10.65
625	2014	16	27.98	14.62	13.35	11.20
626	2014	15	31.09	16.21	14.88	12.73
627	2014	14	32.21	17.35	14.86	12.71
628	2014	13	34.86	18.72	16.14	13.99
629	2014	12	36.56	20.91	15.65	13.50
630	2014	11	39.56	23.69	15.87	13.72
631	2014	10	40.44	24.29	16.14	14.00
632	2014	9	43.63	25.12	18.51	16.36
633	2014	8	43.21	26.08	17.12	14.98
634	2014	7	48.28	30.96	17.33	15.18
635	2014	6	49.81	31.19	18.62	16.47
636	2014	5	48.85	30.20	18.65	16.50
637	2014	4	45.95	28.98	16.98	14.83
638	2014	3	45.89	29.02	16.87	14.72
639	2014	2	44.87	28.13	16.74	14.59
640	2014	1	45.79	27.47	18.32	16.17
641	2013	52	44.18	27.18	17.00	14.85
642	2013	51	46.23	28.45	17.79	15.64
643	2013	50	46.76	28.68	18.08	15.93
644	2013	49	45.72	26.46	19.26	17.11
645	2013	48	38.47	22.52	15.96	13.81
646	2013	47	38.81	22.16	16.65	14.50
647	2013	46	34.01	19.93	14.08	11.93
648	2013	45	33.60	19.03	14.56	12.41
649	2013	44	26.32	14.80	11.51	9.36
650	2013	43	26.97	15.94	11.03	8.88
651	2013	42	21.14	13.53	7.61	5.46
652	2013	41	18.39	11.44	6.95	4.80
653	2013	40	15.26	9.68	5.59	3.44
654	2013	39	10.36	5.88	4.48	2.33
655	2013	38	8.19	3.42	4.77	2.62
656	2013	37	4.41	0.41	4.00	1.85
657	2013	36	3.91	0.41	3.51	1.36
658	2013	35	3.43	0.12	3.31	1.20
659	2013	34	3.65	0.30	3.35	1.24
660	2013	33	2.52	0.12	2.40	0.29
661	2013	32	2.40	0.12	2.27	0.25
662	2013	31	2.39	0.08	2.31	0.29
663	2013	30	2.55	0.12	2.43	0.36
664	2013	29	2.65	0.15	2.50	0.44
665	2013	28	3.28	0.15	3.13	1.02
666	2013	27	3.63	0.30	3.33	1.22
667	2013	26	4.05	0.58	3.48	1.37
668	2013	25	4.66	0.91	3.75	1.64
669	2013	24	5.45	1.13	4.32	2.17
670	2013	23	7.64	2.27	5.37	3.22
671	2013	22	10.66	3.90	6.75	4.60
672	2013	21	13.01	5.32	7.70	5.55
673	2013	20	15.39	6.63	8.76	6.61
674	2013	19	18.73	8.87	9.87	7.72
675	2013	18	22.03	10.64	11.39	9.24
676	2013	17	26.78	13.43	13.35	11.20
677	2013	16	31.82	16.42	15.40	13.25
678	2013	15	34.22	18.56	15.65	13.50
679	2013	14	38.10	22.84	15.26	13.12
680	2013	13	39.02	23.78	15.24	13.09
681	2013	12	42.46	24.55	17.91	15.76
682	2013	11	41.47	25.37	16.10	13.95
683	2013	10	42.38	25.78	16.61	14.46
684	2013	9	43.42	26.02	17.40	15.25
685	2013	8	46.10	28.04	18.06	15.91
686	2013	7	48.51	31.34	17.16	15.01
687	2013	6	47.40	29.69	17.72	15.57
688	2013	5	48.00	30.03	17.97	15.82
689	2013	4	47.97	30.43	17.53	15.38
690	2013	3	50.62	32.81	17.81	15.66
691	2013	2	48.88	31.12	17.76	15.61
692	2013	1	49.90	31.01	18.89	16.74
693	2012	52	50.82	31.50	19.32	17.17
694	2012	51	48.53	30.22	18.31	16.16
695	2012	50	45.98	29.39	16.59	14.44
696	2012	49	44.43	27.97	16.46	14.31
697	2012	48	41.24	27.03	14.21	12.06
698	2012	47	39.27	24.14	15.13	12.98
699	2012	46	35.53	22.47	13.05	10.90
700	2012	45	36.31	21.27	15.04	12.89
701	2012	44	30.83	18.52	12.31	10.16
702	2012	43	29.27	17.61	11.66	9.51
703	2012	42	21.07	11.57	9.50	7.35
704	2012	41	17.50	9.28	8.22	6.07
705	2012	40	11.53	6.16	5.37	3.22
706	2012	39	6.61	2.62	3.99	1.88
707	2012	38	4.43	1.32	3.11	1.00
708	2012	37	4.33	0.84	3.49	1.38
709	2012	36	3.03	0.16	2.86	0.75
710	2012	35	2.43	0.12	2.31	0.28
711	2012	34	2.15	0.12	2.03	0.12
712	2012	33	2.55	0.12	2.43	0.48
713	2012	32	2.39	0.08	2.31	0.37
714	2012	31	2.06	0.08	1.98	0.04
715	2012	30	2.19	0.12	2.06	0.12
716	2012	29	2.30	0.12	2.18	0.23
717	2012	28	2.34	0.12	2.22	0.23
718	2012	27	2.44	0.18	2.26	0.23
719	2012	26	2.58	0.24	2.34	0.31
720	2012	25	3.37	0.44	2.93	0.90
721	2012	24	4.18	0.53	3.65	1.54
722	2012	23	6.71	1.81	4.90	2.75
723	2012	22	8.75	2.83	5.92	3.77
724	2012	21	12.76	5.00	7.76	5.61
725	2012	20	15.51	6.80	8.71	6.56
726	2012	19	18.33	9.18	9.16	7.01
727	2012	18	21.08	11.21	9.87	7.72
728	2012	17	23.64	12.74	10.90	8.75
729	2012	16	26.13	14.49	11.63	9.48
730	2012	15	29.23	16.01	13.22	11.07
731	2012	14	32.31	19.21	13.10	10.95
732	2012	13	34.44	21.29	13.15	11.01
733	2012	12	36.88	23.23	13.65	11.50
734	2012	11	41.98	26.84	15.14	12.99
735	2012	10	43.78	28.90	14.88	12.73
736	2012	9	46.42	29.75	16.67	14.52
737	2012	8	46.88	30.13	16.76	14.61
738	2012	7	47.69	30.90	16.79	14.64
739	2012	6	50.52	33.18	17.34	15.19
740	2012	5	48.86	32.80	16.06	13.91
741	2012	4	48.60	31.94	16.66	14.51
742	2012	3	49.84	31.94	17.90	15.75
743	2012	2	47.81	30.50	17.31	15.16
744	2012	1	44.04	28.91	15.13	12.98
745	2011	52	45.38	28.95	16.43	14.28
746	2011	51	43.83	27.74	16.10	13.95
747	2011	50	42.24	26.66	15.57	13.42
748	2011	49	42.73	26.42	16.31	14.16
749	2011	48	42.71	26.07	16.64	14.49
750	2011	47	39.55	25.62	13.93	11.78
751	2011	46	39.43	23.94	15.49	13.34
752	2011	45	37.15	23.81	13.34	11.19
753	2011	44	29.85	17.52	12.33	10.18
754	2011	43	25.99	15.90	10.09	7.94
755	2011	42	19.21	10.48	8.73	6.58
756	2011	41	16.26	8.62	7.64	5.49
757	2011	40	11.06	5.25	5.81	3.66
758	2011	39	9.60	3.63	5.96	3.82
759	2011	38	6.82	2.43	4.39	2.24
760	2011	37	4.50	1.12	3.38	1.27
761	2011	36	3.75	0.83	2.91	0.80
762	2011	35	2.51	0.08	2.43	0.37
763	2011	34	2.27	0.04	2.23	0.16
764	2011	33	2.27	0.04	2.23	0.16
765	2011	32	2.15	0.12	2.03	0.12
766	2011	31	2.19	0.12	2.07	0.16
767	2011	30	2.27	0.12	2.15	0.24
768	2011	29	2.41	0.15	2.26	0.28
769	2011	28	2.49	0.20	2.30	0.31
770	2011	27	2.55	0.17	2.37	0.35
771	2011	26	2.67	0.17	2.50	0.43
772	2011	25	3.45	0.30	3.15	1.08
773	2011	24	5.45	0.73	4.72	2.57
774	2011	23	7.40	2.04	5.37	3.22
775	2011	22	9.88	3.61	6.27	4.12
776	2011	21	12.10	5.13	6.97	4.82
777	2011	20	16.46	7.68	8.78	6.63
778	2011	19	17.85	8.37	9.48	7.33
779	2011	18	20.03	9.38	10.64	8.49
780	2011	17	22.97	10.61	12.37	10.22
781	2011	16	24.91	12.06	12.86	10.71
782	2011	15	30.81	15.77	15.04	12.89
783	2011	14	34.71	19.85	14.86	12.71
784	2011	13	37.54	22.00	15.53	13.38
785	2011	12	40.95	24.32	16.62	14.47
786	2011	11	42.32	26.06	16.26	14.11
787	2011	10	43.49	26.89	16.60	14.45
788	2011	9	45.88	28.46	17.42	15.27
789	2011	8	49.72	31.74	17.99	15.84
790	2011	7	48.50	30.62	17.88	15.73
791	2011	6	46.80	29.17	17.63	15.48
792	2011	5	47.31	29.02	18.29	16.14
793	2011	4	48.73	30.80	17.93	15.78
794	2011	3	50.19	31.96	18.24	16.09
795	2011	2	47.92	29.55	18.37	16.22
796	2011	1	49.33	29.74	19.59	17.44
797	2010	53	49.67	31.47	18.20	16.05
798	2010	52	47.75	29.53	18.22	16.07
799	2010	51	46.28	28.40	17.88	15.73
800	2010	50	44.81	27.36	17.46	15.31
801	2010	49	45.03	27.63	17.41	15.26
802	2010	48	43.69	26.43	17.25	15.10
803	2010	47	39.60	23.25	16.35	14.20
804	2010	46	30.76	18.13	12.64	10.49
805	2010	45	23.44	13.91	9.53	7.38
806	2010	44	25.05	13.78	11.27	9.12
807	2010	43	24.01	14.52	9.49	7.34
808	2010	42	17.56	10.07	7.49	5.34
809	2010	41	14.99	8.79	6.21	4.06
810	2010	40	10.35	4.62	5.73	3.58
811	2010	39	7.88	2.61	5.26	3.11
812	2010	38	5.24	1.94	3.31	1.16
813	2010	37	3.27	0.51	2.76	0.65
814	2010	36	2.76	0.20	2.56	0.49
815	2010	35	2.36	0.12	2.24	0.16
816	2010	34	2.33	0.15	2.19	0.20
817	2010	33	2.31	0.12	2.19	0.20
818	2010	32	2.39	0.12	2.27	0.28
819	2010	31	2.31	0.12	2.19	0.16
820	2010	30	2.31	0.16	2.15	0.12
821	2010	29	2.39	0.16	2.23	0.20
822	2010	28	2.61	0.19	2.42	0.39
823	2010	27	3.01	0.24	2.77	0.70
824	2010	26	3.72	0.36	3.36	1.25
825	2010	25	4.89	0.65	4.24	2.09
826	2010	24	7.01	2.14	4.87	2.72
827	2010	23	9.33	3.55	5.78	3.63
828	2010	22	10.32	4.00	6.32	4.17
829	2010	21	13.36	6.08	7.28	5.13
830	2010	20	15.94	8.14	7.80	5.65
831	2010	19	19.65	10.32	9.33	7.18
832	2010	18	20.64	11.76	8.89	6.74
833	2010	17	25.77	15.60	10.17	8.02
834	2010	16	27.66	17.05	10.61	8.46
835	2010	15	32.63	20.54	12.09	9.94
836	2010	14	34.78	21.82	12.96	10.81
837	2010	13	36.81	23.10	13.71	11.56
838	2010	12	38.72	24.33	14.39	12.24
839	2010	11	43.28	27.97	15.31	13.16
840	2010	10	46.97	29.95	17.02	14.87
841	2010	9	45.01	26.98	18.03	15.88
842	2010	8	47.54	28.86	18.67	16.52
843	2010	7	52.96	34.10	18.85	16.71
844	2010	6	49.92	30.80	19.12	16.97
845	2010	5	49.77	30.50	19.27	17.12
846	2010	4	48.58	30.79	17.79	15.64
847	2010	3	46.90	29.49	17.42	15.27
848	2010	2	49.96	31.33	18.63	16.48
849	2010	1	49.27	30.40	18.86	16.72
850	2009	52	46.30	27.66	18.64	16.49
851	2009	51	49.24	30.87	18.36	16.22
852	2009	50	47.49	29.51	17.99	15.84
853	2009	49	41.60	23.74	17.85	15.70
854	2009	48	35.55	22.46	13.09	10.94
855	2009	47	35.91	23.80	12.11	9.96
856	2009	46	37.96	25.24	12.71	10.56
857	2009	45	31.18	20.33	10.84	8.69
858	2009	44	29.66	18.26	11.40	9.25
859	2009	43	24.87	15.99	8.88	6.73
860	2009	42	18.71	10.85	7.86	5.71
861	2009	41	22.18	9.66	12.53	10.38
862	2009	40	8.31	2.15	6.16	4.01
863	2009	39	6.29	1.21	5.08	2.93
864	2009	38	3.83	0.37	3.46	1.31
865	2009	37	3.25	0.26	2.99	0.88
866	2009	36	2.75	0.44	2.31	0.24
867	2009	35	2.39	0.20	2.19	0.16
868	2009	34	2.27	0.12	2.15	0.12
869	2009	33	2.31	0.12	2.19	0.16
870	2009	32	2.31	0.12	2.19	0.16
871	2009	31	2.35	0.12	2.23	0.16
872	2009	30	2.47	0.16	2.30	0.24
873	2009	29	2.55	0.16	2.38	0.32
874	2009	28	2.85	0.19	2.66	0.55
875	2009	27	3.07	0.27	2.81	0.66
876	2009	26	4.63	0.62	4.01	1.86
877	2009	25	5.84	1.25	4.59	2.44
878	2009	24	7.83	2.28	5.55	3.40
879	2009	23	9.88	3.50	6.37	4.22
880	2009	22	13.65	6.41	7.25	5.10
881	2009	21	16.51	7.84	8.67	6.52
882	2009	20	19.53	9.52	10.01	7.86
883	2009	19	19.84	9.71	10.13	7.98
884	2009	18	22.92	11.64	11.28	9.13
885	2009	17	27.21	14.15	13.06	10.91
886	2009	16	28.28	15.13	13.15	11.00
887	2009	15	31.76	17.35	14.41	12.26
888	2009	14	34.41	18.78	15.63	13.48
889	2009	13	37.88	22.03	15.84	13.69
890	2009	12	38.81	23.21	15.60	13.45
891	2009	11	39.38	23.93	15.45	13.30
892	2009	10	41.97	25.45	16.52	14.38
893	2009	9	45.24	28.23	17.01	14.86
894	2009	8	45.78	28.45	17.33	15.18
895	2009	7	45.38	27.81	17.57	15.42
896	2009	6	43.21	26.13	17.08	14.93
897	2009	5	45.61	28.00	17.61	15.46
898	2009	4	46.55	28.10	18.46	16.31
899	2009	3	46.63	28.93	17.70	15.55
900	2009	2	49.06	31.14	17.92	15.77
901	2009	1	50.37	32.71	17.66	15.51
902	2008	52	47.41	29.82	17.59	15.44
903	2008	51	45.96	27.52	18.45	16.30
904	2008	50	44.32	25.62	18.70	16.55
905	2008	49	37.63	21.38	16.25	14.10
906	2008	48	35.82	20.79	15.03	12.88
907	2008	47	36.74	22.26	14.48	12.33
908	2008	46	31.20	18.00	13.20	11.05
909	2008	45	30.46	18.20	12.26	10.11
910	2008	44	24.18	14.19	9.99	7.84
911	2008	43	21.25	12.31	8.93	6.78
912	2008	42	18.74	10.37	8.37	6.22
913	2008	41	13.47	6.24	7.23	5.08
914	2008	40	7.38	1.70	5.68	3.53
915	2008	39	6.93	1.97	4.96	2.81
916	2008	38	6.50	1.86	4.65	2.50
917	2008	37	4.74	0.61	4.12	1.97
918	2008	36	3.18	0.40	2.79	0.68
919	2008	35	2.91	0.12	2.79	0.68
920	2008	34	2.88	0.12	2.75	0.64
921	2008	33	2.43	0.12	2.31	0.24
922	2008	32	2.32	0.12	2.19	0.16
923	2008	31	2.23	0.12	2.11	0.16
924	2008	30	2.27	0.12	2.15	0.16
925	2008	29	2.35	0.16	2.19	0.16
926	2008	28	2.54	0.20	2.34	0.27
927	2008	27	2.88	0.36	2.52	0.45
928	2008	26	3.89	0.64	3.24	1.13
929	2008	25	5.41	1.10	4.31	2.21
930	2008	24	7.42	2.21	5.21	3.06
931	2008	23	8.82	3.04	5.78	3.63
932	2008	22	10.87	4.75	6.12	3.97
933	2008	21	13.46	6.36	7.10	4.95
934	2008	20	17.74	9.01	8.73	6.58
935	2008	19	21.30	10.74	10.56	8.41
936	2008	18	23.87	11.92	11.95	9.80
937	2008	17	27.24	13.63	13.61	11.46
938	2008	16	29.38	15.15	14.23	12.09
939	2008	15	29.97	15.34	14.62	12.47
940	2008	14	32.20	16.92	15.28	13.13
941	2008	13	35.94	19.46	16.48	14.33
942	2008	12	37.35	21.44	15.91	13.76
943	2008	11	37.78	21.10	16.68	14.53
944	2008	10	38.85	22.16	16.69	14.54
945	2008	9	41.28	24.10	17.17	15.02
946	2008	8	45.39	27.41	17.98	15.83
947	2008	7	49.46	31.73	17.73	15.58
948	2008	6	48.74	30.56	18.18	16.03
949	2008	5	51.24	33.00	18.23	16.08
950	2008	4	52.41	34.14	18.28	16.13
951	2008	3	50.83	32.44	18.39	16.24
952	2008	2	49.43	31.89	17.54	15.39
953	2008	1	48.03	30.30	17.74	15.59
954	2007	52	46.18	28.22	17.96	15.81
955	2007	51	45.43	27.52	17.92	15.77
956	2007	50	45.30	26.92	18.38	16.23
957	2007	49	43.19	24.98	18.21	16.06
958	2007	48	40.50	23.89	16.61	14.46
959	2007	47	37.09	22.29	14.79	12.64
960	2007	46	33.08	20.55	12.53	10.38
961	2007	45	32.42	20.13	12.29	10.14
962	2007	44	23.45	13.03	10.42	8.27
963	2007	43	21.54	11.66	9.89	7.74
964	2007	42	16.92	9.42	7.51	5.36
965	2007	41	13.84	6.86	6.98	4.83
966	2007	40	11.69	4.96	6.73	4.58
967	2007	39	7.23	1.93	5.29	3.14
968	2007	38	4.98	0.84	4.13	1.99
969	2007	37	3.58	0.32	3.27	1.12
970	2007	36	2.59	0.16	2.43	0.32
971	2007	35	2.51	0.12	2.39	0.32
972	2007	34	2.31	0.12	2.18	0.28
973	2007	33	2.31	0.12	2.18	0.28
974	2007	32	2.31	0.12	2.18	0.28
975	2007	31	2.37	0.15	2.22	0.28
976	2007	30	2.43	0.16	2.27	0.36
977	2007	29	2.81	0.27	2.55	0.52
978	2007	28	3.13	0.35	2.78	0.71
979	2007	27	3.23	0.37	2.86	0.79
980	2007	26	4.82	0.76	4.06	1.91
981	2007	25	6.74	1.23	5.51	3.36
982	2007	24	8.06	2.11	5.95	3.84
983	2007	23	10.34	3.99	6.35	4.20
984	2007	22	12.87	6.08	6.78	4.63
985	2007	21	14.72	6.98	7.74	5.59
986	2007	20	17.08	8.54	8.54	6.39
987	2007	19	18.81	9.84	8.97	6.82
988	2007	18	20.48	10.71	9.77	7.62
989	2007	17	22.23	11.74	10.49	8.34
990	2007	16	24.99	13.27	11.72	9.57
991	2007	15	30.82	16.75	14.07	11.92
992	2007	14	33.44	18.36	15.08	12.93
993	2007	13	34.68	20.33	14.35	12.20
994	2007	12	35.67	21.40	14.27	12.12
995	2007	11	39.40	24.08	15.32	13.17
996	2007	10	41.52	25.71	15.81	13.66
997	2007	9	46.50	28.96	17.54	15.39
998	2007	8	44.83	27.64	17.20	15.05
999	2007	7	44.79	27.14	17.65	15.51
1000	2007	6	45.50	27.94	17.56	15.41
1001	2007	5	45.88	27.75	18.13	15.98
1002	2007	4	47.33	29.62	17.71	15.56
1003	2007	3	44.85	26.03	18.83	16.68
1004	2007	2	45.38	26.88	18.50	16.35
1005	2007	1	43.57	26.97	16.60	14.45
1006	2006	52	46.69	29.05	17.63	15.49
1007	2006	51	42.08	26.10	15.97	13.82
1008	2006	50	40.22	25.06	15.15	13.00
1009	2006	49	41.25	24.80	16.45	14.30
1010	2006	48	41.45	24.72	16.74	14.59
1011	2006	47	38.86	25.37	13.49	11.34
1012	2006	46	33.78	20.77	13.01	10.86
1013	2006	45	30.50	17.57	12.92	10.77
1014	2006	44	30.09	17.57	12.52	10.37
1015	2006	43	27.03	14.69	12.35	10.20
1016	2006	42	23.59	14.81	8.78	6.63
1017	2006	41	19.74	11.57	8.17	6.02
1018	2006	40	13.59	7.82	5.78	3.63
1019	2006	39	6.13	2.57	3.56	1.41
1020	2006	38	4.16	1.18	2.99	0.84
1021	2006	37	5.26	1.88	3.38	1.23
1022	2006	36	3.75	1.00	2.75	0.64
1023	2006	35	2.60	0.17	2.43	0.40
1024	2006	34	2.87	0.36	2.51	0.40
1025	2006	33	2.39	0.12	2.27	0.32
1026	2006	32	2.49	0.15	2.34	0.36
1027	2006	31	2.58	0.15	2.43	0.32
1028	2006	30	2.70	0.19	2.51	0.36
1029	2006	29	2.93	0.19	2.74	0.59
1030	2006	28	3.56	0.37	3.20	1.05
1031	2006	27	4.15	0.49	3.67	1.52
1032	2006	26	4.86	0.97	3.89	1.74
1033	2006	25	6.24	1.59	4.65	2.50
1034	2006	24	8.12	2.63	5.49	3.34
1035	2006	23	10.28	4.37	5.91	3.76
1036	2006	22	12.03	5.43	6.60	4.45
1037	2006	21	14.77	7.62	7.15	5.00
1038	2006	20	16.97	8.87	8.10	5.95
1039	2006	19	20.39	11.54	8.85	6.70
1040	2006	18	22.92	13.16	9.76	7.61
1041	2006	17	25.42	14.78	10.64	8.49
1042	2006	16	28.08	16.64	11.44	9.30
1043	2006	15	30.14	17.76	12.38	10.23
1044	2006	14	34.07	20.72	13.35	11.21
1045	2006	13	35.20	20.94	14.26	12.11
1046	2006	12	38.45	22.83	15.62	13.47
1047	2006	11	41.45	24.50	16.95	14.80
1048	2006	10	43.90	27.16	16.73	14.58
1049	2006	9	43.77	27.53	16.24	14.09
1050	2006	8	44.19	27.91	16.28	14.13
1051	2006	7	45.85	28.39	17.46	15.31
1052	2006	6	46.92	29.71	17.21	15.06
1053	2006	5	47.82	31.34	16.48	14.33
1054	2006	4	48.65	32.58	16.07	13.92
1055	2006	3	49.93	33.11	16.83	14.68
1056	2006	2	47.26	30.71	16.55	14.40
1057	2006	1	46.86	30.29	16.56	14.41
1058	2005	52	45.62	28.82	16.80	14.65
1059	2005	51	44.98	28.41	16.58	14.43
1060	2005	50	44.87	27.20	17.67	15.53
1061	2005	49	43.19	26.11	17.08	14.93
1062	2005	48	44.15	26.88	17.26	15.11
1063	2005	47	36.78	22.12	14.66	12.51
1064	2005	46	34.08	20.83	13.25	11.10
1065	2005	45	28.29	16.09	12.19	10.05
1066	2005	44	25.51	14.86	10.65	8.50
1067	2005	43	22.16	14.10	8.06	5.91
1068	2005	42	18.80	11.48	7.32	5.17
1069	2005	41	16.23	8.94	7.29	5.14
1070	2005	40	12.94	5.73	7.21	5.06
1071	2005	39	9.38	3.29	6.09	3.95
1072	2005	38	5.85	0.92	4.92	2.81
1073	2005	37	4.61	0.72	3.89	1.78
1074	2005	36	3.50	0.31	3.20	1.09
1075	2005	35	2.65	0.15	2.50	0.52
1076	2005	34	2.69	0.35	2.34	0.40
1077	2005	33	2.57	0.23	2.34	0.40
1078	2005	32	2.49	0.19	2.30	0.36
1079	2005	31	2.66	0.24	2.42	0.43
1080	2005	30	2.66	0.24	2.42	0.43
1081	2005	29	2.86	0.24	2.62	0.55
1082	2005	28	3.27	0.57	2.69	0.63
1083	2005	27	3.30	0.57	2.73	0.66
1084	2005	26	6.99	2.05	4.94	2.79
1085	2005	25	6.99	2.05	4.94	2.79
1086	2005	24	9.25	3.34	5.91	3.76
1087	2005	23	9.87	3.72	6.14	4.00
1088	2005	22	11.34	4.93	6.41	4.26
1089	2005	21	12.75	5.94	6.81	4.66
1090	2005	20	15.90	7.74	8.17	6.02
1091	2005	19	19.43	10.38	9.05	6.90
1092	2005	18	20.69	11.20	9.49	7.34
1093	2005	17	23.93	12.73	11.20	9.05
1094	2005	16	24.44	13.74	10.70	8.55
1095	2005	15	30.33	18.30	12.03	9.88
1096	2005	14	34.34	20.82	13.52	11.37
1097	2005	13	35.51	21.27	14.24	12.09
1098	2005	12	38.40	23.08	15.32	13.17
1099	2005	11	40.56	24.73	15.83	13.68
1100	2005	10	43.12	27.07	16.04	13.89
1101	2005	9	44.60	29.00	15.60	13.45
1102	2005	8	46.74	30.40	16.34	14.19
1103	2005	7	48.01	31.45	16.56	14.41
1104	2005	6	47.52	31.45	16.07	13.92
1105	2005	5	48.28	31.46	16.82	14.67
1106	2005	4	48.12	30.41	17.71	15.56
1107	2005	3	47.83	30.19	17.64	15.49
1108	2005	2	45.05	26.64	18.42	16.27
1109	2005	1	45.65	27.46	18.18	16.03
1110	2004	53	45.51	29.57	15.94	13.79
1111	2004	52	47.48	30.48	17.00	14.85
1112	2004	51	44.49	28.75	15.74	13.59
1113	2004	50	41.64	25.83	15.80	13.65
1114	2004	49	43.04	26.66	16.38	14.23
1115	2004	48	41.54	25.45	16.10	13.95
1116	2004	47	35.20	22.34	12.86	10.71
1117	2004	46	30.25	17.91	12.33	10.19
1118	2004	45	29.63	17.39	12.24	10.09
1119	2004	44	23.71	13.74	9.97	7.82
1120	2004	43	24.14	14.43	9.71	7.56
1121	2004	42	21.46	11.81	9.64	7.50
1122	2004	41	14.14	7.25	6.89	4.74
1123	2004	40	12.23	5.49	6.74	4.59
1124	2004	39	6.57	1.91	4.66	2.51
1125	2004	38	3.79	0.41	3.38	1.23
1126	2004	37	3.39	0.32	3.08	0.93
1127	2004	36	3.81	0.51	3.30	1.15
1128	2004	35	2.82	0.26	2.55	0.40
1129	2004	34	2.15	0.13	2.02	0.16
1130	2004	33	2.31	0.13	2.19	0.24
1131	2004	32	2.65	0.22	2.42	0.44
1132	2004	31	2.76	0.22	2.54	0.52
1133	2004	30	3.18	0.40	2.77	0.79
1134	2004	29	3.26	0.49	2.77	0.79
1135	2004	28	4.25	0.77	3.48	1.41
1136	2004	27	5.14	0.85	4.29	2.18
1137	2004	26	6.39	1.76	4.64	2.49
1138	2004	25	9.77	3.61	6.17	4.02
1139	2004	24	10.67	4.14	6.53	4.38
1140	2004	23	13.55	6.40	7.15	5.00
1141	2004	22	16.69	8.03	8.66	6.51
1142	2004	21	18.20	8.81	9.39	7.24
1143	2004	20	20.66	10.68	9.97	7.82
1144	2004	19	23.26	12.49	10.77	8.62
1145	2004	18	25.54	14.36	11.18	9.04
1146	2004	17	27.40	15.54	11.86	9.71
1147	2004	16	30.01	17.61	12.40	10.25
1148	2004	15	30.48	17.25	13.23	11.08
1149	2004	14	33.21	19.50	13.70	11.55
1150	2004	13	35.53	20.97	14.56	12.41
1151	2004	12	37.66	22.35	15.31	13.16
1152	2004	11	40.06	24.15	15.91	13.76
1153	2004	10	42.40	25.93	16.47	14.32
1154	2004	9	43.60	26.35	17.25	15.10
1155	2004	8	44.46	27.36	17.10	14.95
1156	2004	7	46.70	28.40	18.30	16.15
1157	2004	6	45.97	27.02	18.95	16.80
1158	2004	5	48.80	29.98	18.82	16.67
1159	2004	4	50.28	31.31	18.97	16.82
1160	2004	3	48.39	31.01	17.38	15.23
1161	2004	2	46.29	28.83	17.46	15.31
1162	2004	1	46.32	28.18	18.14	15.99
1163	2003	52	45.74	28.70	17.05	14.90
1164	2003	51	43.29	26.47	16.82	14.67
1165	2003	50	44.39	25.90	18.50	16.35
1166	2003	49	39.30	23.58	15.72	13.57
1167	2003	48	39.30	23.58	15.72	13.57
1168	2003	47	38.83	23.13	15.69	13.54
1169	2003	46	34.55	20.46	14.09	11.94
1170	2003	45	32.28	18.29	13.99	11.84
1171	2003	44	31.06	17.23	13.82	11.67
1172	2003	43	24.75	15.43	9.32	7.17
1173	2003	42	16.45	9.43	7.02	4.87
1174	2003	41	13.27	7.26	6.01	3.87
1175	2003	40	9.93	5.01	4.92	2.77
1176	2003	39	7.54	1.95	5.59	3.44
1177	2003	38	5.66	0.78	4.88	2.73
1178	2003	37	3.98	0.41	3.57	1.42
1179	2003	36	2.94	0.23	2.71	0.64
1180	2003	35	2.93	0.19	2.74	0.63
1181	2003	34	2.89	0.19	2.70	0.59
1182	2003	33	2.68	0.11	2.57	0.54
1183	2003	32	2.68	0.11	2.57	0.50
1184	2003	31	2.58	0.14	2.45	0.50
1185	2003	30	2.76	0.31	2.45	0.50
1186	2003	29	2.84	0.43	2.41	0.50
1187	2003	28	3.51	0.67	2.84	0.82
1188	2003	27	4.75	1.03	3.72	1.69
1189	2003	26	7.01	2.08	4.92	2.90
1190	2003	25	9.16	3.60	5.56	3.41
1191	2003	24	10.93	4.73	6.20	4.05
1192	2003	23	12.44	5.81	6.63	4.48
1193	2003	22	15.23	7.58	7.65	5.50
1194	2003	21	18.24	9.62	8.62	6.47
1195	2003	20	19.74	10.22	9.52	7.37
1196	2003	19	22.55	12.66	9.89	7.74
1197	2003	18	24.79	13.57	11.21	9.06
1198	2003	17	27.15	14.97	12.17	10.02
1199	2003	16	29.25	16.56	12.69	10.54
1200	2003	15	32.97	19.47	13.50	11.35
1201	2003	14	38.32	22.26	16.06	13.91
1202	2003	13	37.32	22.37	14.95	12.80
1203	2003	12	40.01	25.13	14.88	12.73
